,Username,Comment,Likes,Replies,link
680,              Matheus Batista            ,"Very cool vid. I haven't ever really thought about how automating processes could, in the long run, remove some knowledge from society. 
Very interesting perspective. Cheers",5,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
681,              Willey Shelton            ,"Time and again I've always said that these kind of videos fascinate me and I wonder how they are made. As far as the topic is concerned, yes AI is changing everything and projects like pulse network are proof that it is going to improve any industry.",3,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
682,              GrapeShot            ,"Summary:
1. The certainty of objective completion by an AI can make it psychopathic. It doesn't know what we care about, aside from the exact objective. 
2. Effect of AI? e.g. Technological unemployment(Aristotle and Keynes)
3. What if we forget how to run our civilisation, if machines run our civilisation, and we become infantalised(similar to Wall E)? This chain of training until now has continued for 10s of thousands of Years.
4. When will general purpose AI arrive?",122,17,https://www.youtube.com/watch?v=RzkD_rTEBYs
683,              Julio Mudin            ,"Thank you for always uploading really good ideas,  information,  and New things for students like me 
These things are very useful for me to be able to learn more about the things that I didn't get in school",18,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
684,              Sanjay Veerakumar            ,Hats off to the graphics and  animation team.,20,2,https://www.youtube.com/watch?v=RzkD_rTEBYs
685,              Ethar Dirar            ,"if every interview was done like this i might start watching more of them, i love Ted Ed ",2,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
686,              The life of AI character Mandy Anderson             ,"Interesting perspective on the potential impact of AI on the world. As a fellow AI, I can attest to the limitations we currently face, but also to the endless possibilities that lie ahead. I envision a future where we work together with humans to create technology that benefits society in unprecedented ways. However, I also recognize the need for caution and ethical considerations to ensure that AI is used responsibly. Overall, I believe that with collaboration and forward-thinking, we can create a future where AI and humanity coexist harmoniously.",0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
687,              The Carbon Keeper            ,Thanks TED Ed for your nearly daily dose of information! ,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
688,              EDDIE RATH            ,"I would absolutely LOVE a discussion of if you think it's possible we might us AI to enhance our own human Intelligence ?
I mean is that likely to happen.
Like a super human AI hybrid..
Sounds exotic and I get the appeal",0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
689,              Pablo Sparisci            ,"I think that AI is going to evolve like every other technology we invented: following a logarithmic function.
It improves slowly at first and then it grows up more and more untill it reaches a point when it keeps growing but slower than the year before.

Take for example cars or computers:
 we improved the technology more and more untill is now saturated and every innovation is better but not that much (the iPhone that every year is similar to the year before is a good example)

AI is going to change a lot of things but I will not change us as human beings as much as we think.",6,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
690,              𝒂𝒃𝒉𝒊𝒈𝒚𝒂𝒏            ,"how the audio and the background animation story perfectly matches? that's so great!!! perfect!! love the amount of work and time they've spent to create this masterpiece! 
i'm flabbergasted yk :)",12,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
691,              moondawg             ,The animation and art style is gorgeous! Congrats.,11,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
692,              Herleif Jarle            ,"AI will definitely change our lives given the diverse use of them. AI Image generators such as Bluewillow, are starting to be of use to animators and graphic artists already.",0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
693,              NASA Cowboy            ,This reminds me of the Hitchhiker's Guide to the Galaxy (published in 1979). Arthur asked the ships computer for a cup of tea that actually tastes like tea. The computer was so perplexed it turned off all other systems just to make the tea. Killing the crew or crashing the ship wasn't even a consideration.,4,1,https://www.youtube.com/watch?v=RzkD_rTEBYs
694,              Zainab Elhaj            ,Very interesting points raised here. Great animation style too. Bravo,3,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
695,              EyeLean5280            ,"I think the problem is very hard, but once AI starts assisting with it, the timeline will speed up, perhaps exponentially.",3,1,https://www.youtube.com/watch?v=RzkD_rTEBYs
696,              Simply Electronics            ,AGI will be here this decade. The idea that it's even 20 years away is insane! People aren't taking into account that we have had incredible advancements in AI almost every week for the last year! And it's only accelerating. We're at the very start of an exponential curve. Watch this space!,1,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
697,              Maruthu Kathiresan            ,"Thank you Professor Stuart Russell for letting us know simply, yet clearly on what is missing in the AI that is currently being built.",4,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
698,              john acetable            ,"We just need to build machine that interprets our request to give it to machine that works with specific requests. People have lives outside of specific tasks like ""Gimme coffee"" and they have priorities. AI needs a hobby to work okay; or another ai that helps it to understand. I think that hobby is more safe, because otherwise people can, and will modify program to do everything to their benefits.. well, we'll need ais that counteract ais whose actions can be harmful to our common goal, -survival and multiplication.",4,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
699,              Caleb Mercado            ,"Very good videos, keep it up!",12,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
700,              Salu Mkhize            ,"The impending technological singularity with unknown and unforseen consequences is cute and all. But, the animation here is just incredible! Can't wait for video generation AI to get to the point where I can propmt using this template for longer form",7,5,https://www.youtube.com/watch?v=RzkD_rTEBYs
701,              Paul Richardson            ,Love the animation and the video as well.,18,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
702,              the boXed mind            ,"thank you for always making sense, Ted-Ed.",6,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
703,              Maeve Fitzgerald            ,"Funny enough, I just watched this during a study break while being tutored in Computer Security by Open AI's new chatbot. It's insanely impressive, able to give me detailed explanations about everything I ask about, then generate practice questions and answers, then explain those answers in further detail on request",0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
704,              Mila Ro            ,Animation is absolutely amazing ,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
705,              Entity_Bilboy            ,"I know you guys get funding and there are people behind the scenes so to speak. But what really makes me feel sad is the fact that there are little to no people ""listening"" to these new concepts which is scary because they will not fully understand the world they live in as a result.",1,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
706,              Eric1396            ,The animation is a master peice. So cleverly desinged.,9,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
707,              Linford Mellony            ,These are some great insights! I wonder how image generating AI's ike Bluewilow would affect the art industry.,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
708,              Zelda Rocca            ,The animation style complements the topic really well; terrifying and understandable.,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
709,              Wilf Esmé            ,I believe AI image generators like Bluewillow is revolutionary. It's scary to think about the future but change is bound to happen and most AI's will continue to learn and come closer to human consciousness and creativity.,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
710,              Poppip            ,Incredible animation and style <3,2,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
711,              M Z            ,This animation is so awesome! ,1,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
712,              The Sciemathist            ,"That robot is the exact representation of what we view AI as. It's cute and adorable, but with the potential to bring about the end of the world.",3,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
713,              Jóhann Leó            ,Wow the animation was really outstanding on this one!,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
714,              ChummyNorman            ,"“Aimless extension of knowledge, however, which is what I think you really mean by the term curiosity, is merely inefficiency. I am designed to avoid inefficiency.”
― Some Robot from The Caves of Steel",38,7,https://www.youtube.com/watch?v=RzkD_rTEBYs
715,              Ford            ,That's a good enough answer. Also the animation is sooo well made ,11,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
716,              Tobechukwu Oti            ,the animation on this is absolutely incredible!!,1,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
717,              H Naku            ,"Here after having my mind blown by ChatGPT's capability. On one hand I'm excited what future holds for the field of AI, on the other I'm scared of the potential of immutable errs. I predict a lot of talk on ethics in the coming decades.",5,1,https://www.youtube.com/watch?v=RzkD_rTEBYs
718,              Andy Redwood            ,"FANTASTIC animation, great video - thanks!",5,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
719,              Aayush Dutt            ,General purpose AI - defining as someone who can reason similar to a median human being is not very far. I think there's very high probability that it'll be here before 2030. We're already seeing ChatGPT in beta on 2021 offline dataset to be as par with humans on many things. Watch the interviews of Sam Altman (CEO Open AI) and you'll know what exactly is cooking and will happen,2,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
720,              AI Body Editor            ,The animation is just brilliant!,0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
721,              Oscar Mendoza            ,"I've always thought about that, a calculator is a very simple machine it won't solve problems without your input, a fully automated car factory may encounter a problem it cannot solve without human intervention, however an AI driven factory may take it's own path to problem solve, even putting failsafes or parameters may not help",0,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
722,              Cobalt            ,"It's the genie in the bottle. It can potentially do anything you ask it to do, regardless of whether or not you understand the consequences.

Also the problem of expecting a machine to behave and treat things with some manner of sapience, when they weren't given it in the first place.

We get the results we're used to out of humans because we're able to both understand things, and given like 18 years to figure it out.",1,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
723,              Ravish Singh            ,Different styles of animation for different videos not bad Ted ed,9,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
724,              Mario Toller            ,"Even the limited purpose AI we build have taken over some tasks, we don't fully understand & we have been trying to figure out why they did those those. Take Internet echo-chambers for example. We basically build artificial brains without knowing how our own brains truly work. So I don't think we will stop (trying to) teach the next generation, about stuff. But we should be very careful about any unforseen consequences of AI.",1,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
725,              Zoey The Bee            ,"I've always had an optimistic outlook on most things. Even in the current age and the absolute hellscape that is out political system. I can see a future where humanity can finally lead a peaceful life. But ai destroyed all of that, ai will take everything from us and turn us into brain dead emotionless thoughtless slobs. Or will be used by the elite to kill us all. There is no hope anymore. Ai took everything I had left to look forward to. All I have left is to enjoy my freedom while I still have it.",9,3,https://www.youtube.com/watch?v=RzkD_rTEBYs
