,Username,Comment,Likes,Replies,link
141,              Alan C Levin            ,"This is a great course.  I'm a convert to python and mysql coming from C#.  I did find one minor thing.  At 32:54,  I had to put values properties on X and Y to avoid a minor warning error.  So my code for the model.fit line became model.fit(X.values, Y.values). No biggie at all.  The music_data project runs grreat!",0,5,https://www.youtube.com/watch?v=7eh4d6sabA0
142,              Joseph John Galo            ,I'm really glad that I watched this video! now we are working on Machine Learning base project for our Thesis. Thank you for your amazing work!,4,0,https://www.youtube.com/watch?v=7eh4d6sabA0
143,              Ahmed Alshehri            ,Excellent clear delivery of information!,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
144,              David Atoroyo Sika            ,"You are the best teacher I've ever come across. You're better than our lecturers, lecturers teach us only to pass exams.",1,0,https://www.youtube.com/watch?v=7eh4d6sabA0
145,              Carlos Mourão            ,Thank you very much for this tutorial. It real helped me a lot. I was just thinking maybe was missing the Improve step but it's just a minor detail. Thanks a lot :),0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
146,              KirbyMan            ,"wow,  this is amazing, i'm currently just learning data cleaning but i couldn't wait to learn some ML fundamentals, luckily I found you! thanks a lot!!",2,0,https://www.youtube.com/watch?v=7eh4d6sabA0
147,              Nandunie Harischandra            ,The clearest tutorial I found on YT! Thanks a lot!,1,0,https://www.youtube.com/watch?v=7eh4d6sabA0
148,              Nedwin Lembar Hermavian            ,Feels like a lecture in a prestigious european university. Thanks Mosh.,13,0,https://www.youtube.com/watch?v=7eh4d6sabA0
149,              Alex Qi            ,This video provides a very good intro to machine learning.  Thank you!,1,0,https://www.youtube.com/watch?v=7eh4d6sabA0
150,              faizal ahmed            ,"You are amazing Mosh,
this was my first time with ML, and I loved it.",0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
151,              Mark Wusinich            ,"This is the type of thing I have to read, watch ask questions. Your video is a great presentation, repeating a lot of what I have already read/been taught. It is nice to see the same information presented multiple ways. Thank you",0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
152,              Malyaj Kaloni            ,"Hope a full machine learning course is on the way, at least on your own website! Eagerly waiting",0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
153,              Omar Pasha            ,This is my third time going through this video. I am determined to master it!,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
154,              Krishna Jigsaw            ,"Dude you are literally amazing, few months ago I bought your Python Mastery Course now you uploaded this for free, you are saving millions of people (by getting jobs) lol",25,0,https://www.youtube.com/watch?v=7eh4d6sabA0
155,              Altaf Ansari            ,I have been waiting for this thank you so much Mosh sir I am biggest fan of u after watching ur python ( six hours) u tube video course  and I have already purchased ur full Python Mastery course. Lots of love and prayers for u Sir!  From India,1,0,https://www.youtube.com/watch?v=7eh4d6sabA0
156,              Prof. Haseeb Khan            ,"Very informative, very clearly explained, no time wasting in irrelevant talking, best video on this topic.",0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
157,              Workneh Chalchisa            ,You are just Amazing. Now I know what and how I have to do my Thesis Project. Thank you so much for sharing such a wonderful skill.  :),0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
158,              Ismail Ahmadi            ,"Thanks Mosh for your well-specified Machine Learning concept, however, there are still more features, If feasible to be covered in further tutorials, I am suggesting.",0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
159,              Ruchira Perera            ,Nice tutorial. Gave me a good start for machine learning and also I learned to use Jupyter.,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
160,              Jagjot Singh Saini            ,"Hi Mosh, Me and my friends have been watching most of your content of the python (the previous videos), we are currently leading C and C++, our professor is super fast and boring ,as it's his first class and he just completed his PhD, I request you to atleast upload C language, you explain really well and systematically, he is just jumping from loops to arrays, explaining basics for a few minutes and starts to write lengthy codes. Please upload C language related content, It will be really helpful.",8,0,https://www.youtube.com/watch?v=7eh4d6sabA0
161,              TWINS CODER            ,Sir please make a full course of machine learning in your style...your teaching level is outstanding . please Sir india want your machine learning course,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
162,              Swaraj Chhabra            ,Hey Mosh i love your courses. you are the best programming teacher in the world of computer science.Because of you at the age of 13 i am an advance in python and a beginner in java. thank you mosh thank you,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
163,              60PlusCrazy            ,"Fantastic, a single video that cleverly covers just enough to get started.",0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
164,              Ritesh Agrawal            ,Best tutorial for beginners. Explained in a simple easy way with complete example !!!,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
165,              VKishan            ,Very concise and informative video for someone who is interested in what exactly ML is.,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
166,              Joy Akintunde Ogunwusi            ,"Your assumptions in the kind of music liked  based on age prediction,It's quite true. Building a model of such truly shows that you are one of the best guys who totally know what he does for real. Mosh, I doff my hat. Just keep it rolling !",9,0,https://www.youtube.com/watch?v=7eh4d6sabA0
167,              T            ,Thank you for this! Made me confident and interested to learn more!,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
168,              Usman Khan            ,mosh sir you are always cool. u just made my day brilliant with this interesting lecture . Thank you so much always blessed. Love from Pakistan,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
169,              Anonymous Panda            ,I thought ml was too complicated for me until I watched this. Thank you :),0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
170,              Marek Kurak            ,I like how you explain everything so nicely!,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
171,              Baruti Studio            ,"As usual, you are a great teacher",0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
172,              Sagnik Saha            ,Sir you read my mind this was just the tutorial I was looking for. As before you are the best,22,3,https://www.youtube.com/watch?v=7eh4d6sabA0
173,              Suman Barua            ,"The best instructor ever!!! I have completed many paid and free courses under Mosh... Mosh, I have a cordial request to you. I have machine learning basics, could you please produce three comprehensive video tutorials (for - Natural Language Processing, Image Processing using Pretrained NN, and Video Processing using OpenCV) with all the professional reallife projects? I'm always a big fan of yours, I will be awaiting for more and more machine learning tutorials whether paid or unpaid... Thanks for all the wonderful work!!",0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
174,              Ranjeet Kumar            ,Awesome tutorial - simply superb. Thank you so much Mosh H ,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
175,              ARTARANA BISWA PRASAN DASH            ,Best training in such a sort time period. Thanks for your valuable guidance.,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
176,              Viona Mahardika Harjuni            ,Thank you for the tutorial! And yes I'm excited to learn more! :D,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
177,              Đạt Thịnh Nguyễn            ,This tutorial is what I'm looking for!! Thank you so much!,0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
178,              Siva            ,This kind of topics I expect from you for a long time man....keep rocking mosh ,8,8,https://www.youtube.com/watch?v=7eh4d6sabA0
179,              Pawan Jakke            ,"Sir, Upload the next video of this video. Like how to analyse the full data set. I mean kindly make a full course on Machine Learning with Python. Sir, It will be helpful for all students who are facing financial problems for doing payment course. Kindly understand sir. You are teaching very well. Thank you sir.",0,0,https://www.youtube.com/watch?v=7eh4d6sabA0
